Train Type,Car No.,Car Type,Car Direction,Door No.,Case,Case Offset (mm),Stop Error (mm),Front Ref Position (mm),Base Door Start (mm),Base Door End (mm),Door Width (mm),Actual Door Start (mm),Actual Door End (mm),Door Center (mm),Unit ID,Unit Start (mm),Unit End (mm),Unit Center (mm),Overlap Width (mm),Move Distance (mm),Direction,Effective Opening Width (mm),Min Required Width (mm),Valid?,Command,Confidence,Source / Note
GTX-A,6,T,정방향,2,1,0,-30,-30,10910,11040,130,10880,11010,10945,79,10920,11060,10990,90,90,RIGHT,175.5,175.5,OK,UNIT_79:RIGHT:90.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 6호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,6,T,정방향,3,1,0,-30,-30,11560,11690,130,11530,11660,11595,83,11480,11620,11550,90,90,LEFT,175.5,175.5,OK,UNIT_83:LEFT:90.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 6호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,6,T,정방향,3,1,0,-30,-30,11560,11690,130,11530,11660,11595,84,11620,11760,11690,85.5,85.5,RIGHT,175.5,175.5,OK,UNIT_84:RIGHT:85.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 6호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,7,M,정방향,1,1,0,-30,-30,12260,12390,130,12230,12360,12295,88,12180,12320,12250,90,90,LEFT,175.5,175.5,OK,UNIT_88:LEFT:90.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 7호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,7,M,정방향,1,1,0,-30,-30,12260,12390,130,12230,12360,12295,89,12320,12460,12390,85.5,85.5,RIGHT,175.5,175.5,OK,UNIT_89:RIGHT:85.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 7호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,7,M,정방향,2,1,0,-30,-30,12910,13040,130,12880,13010,12945,92,12740,12880,12810,45.5,45.5,LEFT,175.5,175.5,OK,UNIT_92:LEFT:45.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 7호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,7,M,정방향,2,1,0,-30,-30,12910,13040,130,12880,13010,12945,93,12880,13020,12950,130,130,RIGHT,175.5,175.5,OK,UNIT_93:RIGHT:130.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 7호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,7,M,정방향,3,1,0,-30,-30,13560,13690,130,13530,13660,13595,97,13440,13580,13510,95.5,95.5,LEFT,175.5,175.5,OK,UNIT_97:LEFT:95.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 7호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,7,M,정방향,3,1,0,-30,-30,13560,13690,130,13530,13660,13595,98,13580,13720,13650,80,80,RIGHT,175.5,175.5,OK,UNIT_98:RIGHT:80.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 7호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,8,Tc,역방향,1,1,0,-30,-30,15560,15690,130,15530,15660,15595,111,15400,15540,15470,55.5,55.5,LEFT,175.5,175.5,OK,UNIT_111:LEFT:55.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 8호차 역방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,8,Tc,역방향,1,1,0,-30,-30,15560,15690,130,15530,15660,15595,112,15540,15680,15610,120,120,RIGHT,175.5,175.5,OK,UNIT_112:RIGHT:120.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 8호차 역방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,8,Tc,역방향,2,1,0,-30,-30,14910,15040,130,14880,15010,14945,107,14840,14980,14910,100,100,LEFT,175.5,175.5,OK,UNIT_107:LEFT:100.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 8호차 역방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,8,Tc,역방향,2,1,0,-30,-30,14910,15040,130,14880,15010,14945,108,14980,15120,15050,75.5,75.5,RIGHT,175.5,175.5,OK,UNIT_108:RIGHT:75.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 8호차 역방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,8,Tc,역방향,3,1,0,-30,-30,14260,14390,130,14230,14360,14295,102,14140,14280,14210,95.5,95.5,LEFT,175.5,175.5,OK,UNIT_102:LEFT:95.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 8호차 역방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,8,Tc,역방향,3,1,0,-30,-30,14260,14390,130,14230,14360,14295,103,14280,14420,14350,80,80,RIGHT,175.5,175.5,OK,UNIT_103:RIGHT:80.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 8호차 역방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,1,Tc,정방향,1,1,0,-25,-25,260,390,130,235,365,300,2,140,280,210,90.5,90.5,LEFT,175.5,175.5,OK,UNIT_2:LEFT:90.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 1호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,1,Tc,정방향,1,1,0,-25,-25,260,390,130,235,365,300,3,280,420,350,85,85,RIGHT,175.5,175.5,OK,UNIT_3:RIGHT:85.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 1호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,1,Tc,정방향,2,1,0,-25,-25,910,1040,130,885,1015,950,7,840,980,910,95,95,LEFT,175.5,175.5,OK,UNIT_7:LEFT:95.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 1호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,1,Tc,정방향,2,1,0,-25,-25,910,1040,130,885,1015,950,8,980,1120,1050,80.5,80.5,RIGHT,175.5,175.5,OK,UNIT_8:RIGHT:80.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 1호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,1,Tc,정방향,3,1,0,-25,-25,1560,1690,130,1535,1665,1600,11,1400,1540,1470,50.5,50.5,LEFT,175.5,175.5,OK,UNIT_11:LEFT:50.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 1호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,1,Tc,정방향,3,1,0,-25,-25,1560,1690,130,1535,1665,1600,12,1540,1680,1610,125,125,RIGHT,175.5,175.5,OK,UNIT_12:RIGHT:125.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 1호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,2,M,정방향,1,1,0,-25,-25,2260,2390,130,2235,2365,2300,16,2100,2240,2170,50.5,50.5,LEFT,175.5,175.5,OK,UNIT_16:LEFT:50.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 2호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,2,M,정방향,1,1,0,-25,-25,2260,2390,130,2235,2365,2300,17,2240,2380,2310,125,125,RIGHT,175.5,175.5,OK,UNIT_17:RIGHT:125.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 2호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,2,M,정방향,2,1,0,-25,-25,2910,3040,130,2885,3015,2950,21,2800,2940,2870,77.75,77.75,LEFT,175.5,175.5,OK,UNIT_21:LEFT:77.8mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 2호차 정방향 / Global opening=BOTH / factor=135% / scale=1:10"
GTX-A,2,M,정방향,2,1,0,-25,-25,2910,3040,130,2885,3015,2950,22,2940,3080,3010,97.75,97.75,RIGHT,175.5,175.5,OK,UNIT_22:RIGHT:97.8mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 2호차 정방향 / Global opening=BOTH / factor=135% / scale=1:10"
GTX-A,2,M,정방향,3,1,0,-25,-25,3560,3690,130,3535,3665,3600,26,3500,3640,3570,105,105,LEFT,175.5,175.5,OK,UNIT_26:LEFT:105.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 2호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,2,M,정방향,3,1,0,-25,-25,3560,3690,130,3535,3665,3600,27,3640,3780,3710,70.5,70.5,RIGHT,175.5,175.5,OK,UNIT_27:RIGHT:70.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 2호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,3,T,정방향,1,1,0,-25,-25,4260,4390,130,4235,4365,4300,31,4200,4340,4270,105,105,LEFT,175.5,175.5,OK,UNIT_31:LEFT:105.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 3호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,3,T,정방향,1,1,0,-25,-25,4260,4390,130,4235,4365,4300,32,4340,4480,4410,70.5,70.5,RIGHT,175.5,175.5,OK,UNIT_32:RIGHT:70.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 3호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,3,T,정방향,2,1,0,-25,-25,4910,5040,130,4885,5015,4950,35,4760,4900,4830,60.5,60.5,LEFT,175.5,175.5,OK,UNIT_35:LEFT:60.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 3호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,3,T,정방향,2,1,0,-25,-25,4910,5040,130,4885,5015,4950,36,4900,5040,4970,115,115,RIGHT,175.5,175.5,OK,UNIT_36:RIGHT:115.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 3호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,3,T,정방향,3,1,0,-25,-25,5560,5690,130,5535,5665,5600,40,5460,5600,5530,87.75,87.75,LEFT,175.5,175.5,OK,UNIT_40:LEFT:87.8mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 3호차 정방향 / Global opening=BOTH / factor=135% / scale=1:10"
GTX-A,3,T,정방향,3,1,0,-25,-25,5560,5690,130,5535,5665,5600,41,5600,5740,5670,87.75,87.75,RIGHT,175.5,175.5,OK,UNIT_41:RIGHT:87.8mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 3호차 정방향 / Global opening=BOTH / factor=135% / scale=1:10"
GTX-A,4,M,정방향,1,1,0,-25,-25,6260,6390,130,6235,6365,6300,45,6160,6300,6230,87.75,87.75,LEFT,175.5,175.5,OK,UNIT_45:LEFT:87.8mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 4호차 정방향 / Global opening=BOTH / factor=135% / scale=1:10"
GTX-A,4,M,정방향,1,1,0,-25,-25,6260,6390,130,6235,6365,6300,46,6300,6440,6370,87.75,87.75,RIGHT,175.5,175.5,OK,UNIT_46:RIGHT:87.8mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 4호차 정방향 / Global opening=BOTH / factor=135% / scale=1:10"
GTX-A,4,M,정방향,2,1,0,-25,-25,6910,7040,130,6885,7015,6950,50,6860,7000,6930,115,115,LEFT,175.5,175.5,OK,UNIT_50:LEFT:115.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 4호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,4,M,정방향,2,1,0,-25,-25,6910,7040,130,6885,7015,6950,51,7000,7140,7070,60.5,60.5,RIGHT,175.5,175.5,OK,UNIT_51:RIGHT:60.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 4호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,4,M,정방향,3,1,0,-25,-25,7560,7690,130,7535,7665,7600,54,7420,7560,7490,70.5,70.5,LEFT,175.5,175.5,OK,UNIT_54:LEFT:70.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 4호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,4,M,정방향,3,1,0,-25,-25,7560,7690,130,7535,7665,7600,55,7560,7700,7630,105,105,RIGHT,175.5,175.5,OK,UNIT_55:RIGHT:105.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 4호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,5,M,정방향,1,1,0,-25,-25,8260,8390,130,8235,8365,8300,59,8120,8260,8190,70.5,70.5,LEFT,175.5,175.5,OK,UNIT_59:LEFT:70.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 5호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,5,M,정방향,1,1,0,-25,-25,8260,8390,130,8235,8365,8300,60,8260,8400,8330,105,105,RIGHT,175.5,175.5,OK,UNIT_60:RIGHT:105.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 5호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,5,M,정방향,2,1,0,-25,-25,8910,9040,130,8885,9015,8950,64,8820,8960,8890,97.75,97.75,LEFT,175.5,175.5,OK,UNIT_64:LEFT:97.8mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 5호차 정방향 / Global opening=BOTH / factor=135% / scale=1:10"
GTX-A,5,M,정방향,2,1,0,-25,-25,8910,9040,130,8885,9015,8950,65,8960,9100,9030,77.75,77.75,RIGHT,175.5,175.5,OK,UNIT_65:RIGHT:77.8mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 5호차 정방향 / Global opening=BOTH / factor=135% / scale=1:10"
GTX-A,5,M,정방향,3,1,0,-25,-25,9560,9690,130,9535,9665,9600,69,9520,9660,9590,125,125,LEFT,175.5,175.5,OK,UNIT_69:LEFT:125.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 5호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,5,M,정방향,3,1,0,-25,-25,9560,9690,130,9535,9665,9600,70,9660,9800,9730,50.5,50.5,RIGHT,175.5,175.5,OK,UNIT_70:RIGHT:50.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 5호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,6,T,정방향,1,1,0,-25,-25,10260,10390,130,10235,10365,10300,74,10220,10360,10290,125,125,LEFT,175.5,175.5,OK,UNIT_74:LEFT:125.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 6호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,6,T,정방향,1,1,0,-25,-25,10260,10390,130,10235,10365,10300,75,10360,10500,10430,50.5,50.5,RIGHT,175.5,175.5,OK,UNIT_75:RIGHT:50.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 6호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,6,T,정방향,2,1,0,-25,-25,10910,11040,130,10885,11015,10950,78,10780,10920,10850,80.5,80.5,LEFT,175.5,175.5,OK,UNIT_78:LEFT:80.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 6호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,6,T,정방향,2,1,0,-25,-25,10910,11040,130,10885,11015,10950,79,10920,11060,10990,95,95,RIGHT,175.5,175.5,OK,UNIT_79:RIGHT:95.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 6호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,6,T,정방향,3,1,0,-25,-25,11560,11690,130,11535,11665,11600,83,11480,11620,11550,85,85,LEFT,175.5,175.5,OK,UNIT_83:LEFT:85.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 6호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,6,T,정방향,3,1,0,-25,-25,11560,11690,130,11535,11665,11600,84,11620,11760,11690,90.5,90.5,RIGHT,175.5,175.5,OK,UNIT_84:RIGHT:90.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 6호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,7,M,정방향,1,1,0,-25,-25,12260,12390,130,12235,12365,12300,88,12180,12320,12250,85,85,LEFT,175.5,175.5,OK,UNIT_88:LEFT:85.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 7호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,7,M,정방향,1,1,0,-25,-25,12260,12390,130,12235,12365,12300,89,12320,12460,12390,90.5,90.5,RIGHT,175.5,175.5,OK,UNIT_89:RIGHT:90.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 7호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,7,M,정방향,2,1,0,-25,-25,12910,13040,130,12885,13015,12950,92,12740,12880,12810,40.5,40.5,LEFT,175.5,175.5,OK,UNIT_92:LEFT:40.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 7호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,7,M,정방향,2,1,0,-25,-25,12910,13040,130,12885,13015,12950,93,12880,13020,12950,135,135,RIGHT,175.5,175.5,OK,UNIT_93:RIGHT:135.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 7호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,7,M,정방향,3,1,0,-25,-25,13560,13690,130,13535,13665,13600,97,13440,13580,13510,90.5,90.5,LEFT,175.5,175.5,OK,UNIT_97:LEFT:90.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 7호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,7,M,정방향,3,1,0,-25,-25,13560,13690,130,13535,13665,13600,98,13580,13720,13650,85,85,RIGHT,175.5,175.5,OK,UNIT_98:RIGHT:85.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 7호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,8,Tc,역방향,1,1,0,-25,-25,15560,15690,130,15535,15665,15600,111,15400,15540,15470,50.5,50.5,LEFT,175.5,175.5,OK,UNIT_111:LEFT:50.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 8호차 역방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,8,Tc,역방향,1,1,0,-25,-25,15560,15690,130,15535,15665,15600,112,15540,15680,15610,125,125,RIGHT,175.5,175.5,OK,UNIT_112:RIGHT:125.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 8호차 역방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,8,Tc,역방향,2,1,0,-25,-25,14910,15040,130,14885,15015,14950,107,14840,14980,14910,95,95,LEFT,175.5,175.5,OK,UNIT_107:LEFT:95.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 8호차 역방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,8,Tc,역방향,2,1,0,-25,-25,14910,15040,130,14885,15015,14950,108,14980,15120,15050,80.5,80.5,RIGHT,175.5,175.5,OK,UNIT_108:RIGHT:80.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 8호차 역방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,8,Tc,역방향,3,1,0,-25,-25,14260,14390,130,14235,14365,14300,102,14140,14280,14210,90.5,90.5,LEFT,175.5,175.5,OK,UNIT_102:LEFT:90.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 8호차 역방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,8,Tc,역방향,3,1,0,-25,-25,14260,14390,130,14235,14365,14300,103,14280,14420,14350,85,85,RIGHT,175.5,175.5,OK,UNIT_103:RIGHT:85.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 8호차 역방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,1,Tc,정방향,1,1,0,-20,-20,260,390,130,240,370,305,2,140,280,210,85.5,85.5,LEFT,175.5,175.5,OK,UNIT_2:LEFT:85.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 1호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,1,Tc,정방향,1,1,0,-20,-20,260,390,130,240,370,305,3,280,420,350,90,90,RIGHT,175.5,175.5,OK,UNIT_3:RIGHT:90.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 1호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,1,Tc,정방향,2,1,0,-20,-20,910,1040,130,890,1020,955,7,840,980,910,90,90,LEFT,175.5,175.5,OK,UNIT_7:LEFT:90.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 1호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,1,Tc,정방향,2,1,0,-20,-20,910,1040,130,890,1020,955,8,980,1120,1050,85.5,85.5,RIGHT,175.5,175.5,OK,UNIT_8:RIGHT:85.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 1호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,1,Tc,정방향,3,1,0,-20,-20,1560,1690,130,1540,1670,1605,11,1400,1540,1470,45.5,45.5,LEFT,175.5,175.5,OK,UNIT_11:LEFT:45.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 1호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,1,Tc,정방향,3,1,0,-20,-20,1560,1690,130,1540,1670,1605,12,1540,1680,1610,130,130,RIGHT,175.5,175.5,OK,UNIT_12:RIGHT:130.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 1호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,2,M,정방향,1,1,0,-20,-20,2260,2390,130,2240,2370,2305,16,2100,2240,2170,45.5,45.5,LEFT,175.5,175.5,OK,UNIT_16:LEFT:45.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 2호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,2,M,정방향,1,1,0,-20,-20,2260,2390,130,2240,2370,2305,17,2240,2380,2310,130,130,RIGHT,175.5,175.5,OK,UNIT_17:RIGHT:130.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 2호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,2,M,정방향,2,1,0,-20,-20,2910,3040,130,2890,3020,2955,21,2800,2940,2870,95.5,95.5,LEFT,175.5,175.5,OK,UNIT_21:LEFT:95.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 2호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,2,M,정방향,2,1,0,-20,-20,2910,3040,130,2890,3020,2955,22,2940,3080,3010,80,80,RIGHT,175.5,175.5,OK,UNIT_22:RIGHT:80.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 2호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,2,M,정방향,3,1,0,-20,-20,3560,3690,130,3540,3670,3605,26,3500,3640,3570,100,100,LEFT,175.5,175.5,OK,UNIT_26:LEFT:100.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 2호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,2,M,정방향,3,1,0,-20,-20,3560,3690,130,3540,3670,3605,27,3640,3780,3710,75.5,75.5,RIGHT,175.5,175.5,OK,UNIT_27:RIGHT:75.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 2호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,3,T,정방향,1,1,0,-20,-20,4260,4390,130,4240,4370,4305,31,4200,4340,4270,100,100,LEFT,175.5,175.5,OK,UNIT_31:LEFT:100.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 3호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,3,T,정방향,1,1,0,-20,-20,4260,4390,130,4240,4370,4305,32,4340,4480,4410,75.5,75.5,RIGHT,175.5,175.5,OK,UNIT_32:RIGHT:75.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 3호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,3,T,정방향,2,1,0,-20,-20,4910,5040,130,4890,5020,4955,35,4760,4900,4830,55.5,55.5,LEFT,175.5,175.5,OK,UNIT_35:LEFT:55.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 3호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,3,T,정방향,2,1,0,-20,-20,4910,5040,130,4890,5020,4955,36,4900,5040,4970,120,120,RIGHT,175.5,175.5,OK,UNIT_36:RIGHT:120.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 3호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
GTX-A,3,T,정방향,3,1,0,-20,-20,5560,5690,130,5540,5670,5605,40,5460,5600,5530,82.75,82.75,LEFT,175.5,175.5,OK,UNIT_40:LEFT:82.8mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 3호차 정방향 / Global opening=BOTH / factor=135% / scale=1:10"
GTX-A,3,T,정방향,3,1,0,-20,-20,5560,5690,130,5540,5670,5605,41,5600,5740,5670,92.75,92.75,RIGHT,175.5,175.5,OK,UNIT_41:RIGHT:92.8mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 3호차 정방향 / Global opening=BOTH / factor=135% / scale=1:10"
GTX-A,4,M,정방향,1,1,0,-20,-20,6260,6390,130,6240,6370,6305,45,6160,6300,6230,82.75,82.75,LEFT,175.5,175.5,OK,UNIT_45:LEFT:82.8mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 4호차 정방향 / Global opening=BOTH / factor=135% / scale=1:10"
GTX-A,4,M,정방향,1,1,0,-20,-20,6260,6390,130,6240,6370,6305,46,6300,6440,6370,92.75,92.75,RIGHT,175.5,175.5,OK,UNIT_46:RIGHT:92.8mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 4호차 정방향 / Global opening=BOTH / factor=135% / scale=1:10"
GTX-A,4,M,정방향,2,1,0,-20,-20,6910,7040,130,6890,7020,6955,50,6860,7000,6930,110,110,LEFT,175.5,175.5,OK,UNIT_50:LEFT:110.0mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 4호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,4,M,정방향,2,1,0,-20,-20,6910,7040,130,6890,7020,6955,51,7000,7140,7070,65.5,65.5,RIGHT,175.5,175.5,OK,UNIT_51:RIGHT:65.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 4호차 정방향 / Global opening=RIGHT / factor=135% / scale=1:10"
GTX-A,4,M,정방향,3,1,0,-20,-20,7560,7690,130,7540,7670,7605,54,7420,7560,7490,65.5,65.5,LEFT,175.5,175.5,OK,UNIT_54:LEFT:65.5mm,추정,"문 수·문폭 공식, 위치는 균등배치 가정 / 4호차 정방향 / Global opening=LEFT / factor=135% / scale=1:10"
