Train Type,Door No.,Case,Case Offset (m),Stop Error (m),Front Ref Position (m),Base Door Start (m),Door Width (m),Actual Door Start (m),Actual Door End (m),Open Unit Start,Open Unit End,Selected Unit Center (m),Door Center (m),Move Distance (m),Direction,Effective Opening Width (m),Min Required Width (m),Valid?,Command
누리로,1,5,0.525,-0.25,0.275,0.81,1.188,1.085,2.273,1,1,0.7,1.679,0.35,RIGHT,1.188,1.188,OK,
누리로,1,5,0.525,-0.25,0.275,0.81,1.188,1.085,2.273,2,2,2.1,1.679,0.875,LEFT,1.188,1.188,OK,
누리로,1,5,0.525,-0.2,0.325,0.81,1.188,1.135,2.323,1,1,0.7,1.729,0.35,RIGHT,1.188,1.188,OK,
누리로,1,5,0.525,-0.2,0.325,0.81,1.188,1.135,2.323,2,2,2.1,1.729,1.05,LEFT,1.188,1.188,OK,
누리로,1,5,0.525,-0.15,0.375,0.81,1.188,1.185,2.373,1,1,0.7,1.779,0.35,RIGHT,1.188,1.188,OK,
누리로,1,5,0.525,-0.15,0.375,0.81,1.188,1.185,2.373,2,2,2.1,1.779,1.05,LEFT,1.188,1.188,OK,
누리로,1,5,0.525,-0.1,0.425,0.81,1.188,1.235,2.423,1,1,0.7,1.829,0.175,RIGHT,1.188,1.188,OK,
누리로,1,5,0.525,-0.1,0.425,0.81,1.188,1.235,2.423,2,2,2.1,1.829,1.05,LEFT,1.188,1.188,OK,
누리로,1,5,0.525,-0.05,0.475,0.81,1.188,1.285,2.473,1,1,0.7,1.879,0.175,RIGHT,1.188,1.188,OK,
누리로,1,5,0.525,-0.05,0.475,0.81,1.188,1.285,2.473,2,2,2.1,1.879,1.225,LEFT,1.188,1.188,OK,
누리로,1,5,0.525,0,0.525,0.81,1.188,1.335,2.523,1,1,0.7,1.929,0.175,RIGHT,1.188,1.188,OK,
누리로,1,5,0.525,0,0.525,0.81,1.188,1.335,2.523,2,2,2.1,1.929,1.225,LEFT,1.188,1.188,OK,
누리로,1,5,0.525,0.05,0.575,0.81,1.188,1.385,2.573,1,1,0.7,1.979,0.175,RIGHT,1.188,1.188,OK,
누리로,1,5,0.525,0.05,0.575,0.81,1.188,1.385,2.573,2,2,2.1,1.979,1.225,LEFT,1.188,1.188,OK,
누리로,1,5,0.525,0.1,0.625,0.81,1.188,1.435,2.623,2,2,2.1,2.029,1.225,LEFT,1.188,1.188,OK,
누리로,1,5,0.525,0.15,0.675,0.81,1.188,1.485,2.673,2,2,2.1,2.079,1.4,LEFT,1.188,1.188,OK,
누리로,1,5,0.525,0.2,0.725,0.81,1.188,1.535,2.723,2,2,2.1,2.129,1.4,RIGHT,1.188,1.188,OK,
누리로,1,5,0.525,0.25,0.775,0.81,1.188,1.585,2.773,2,2,2.1,2.179,1.225,RIGHT,1.188,1.188,OK,
누리로,1,5,0.525,0.3,0.825,0.81,1.188,1.635,2.823,2,2,2.1,2.229,1.225,RIGHT,1.188,1.188,OK,
누리로,1,5,0.525,0.3,0.825,0.81,1.188,1.635,2.823,3,3,3.5,2.229,0.175,LEFT,1.188,1.188,OK,
누리로,1,5,0.525,0.35,0.875,0.81,1.188,1.685,2.873,2,2,2.1,2.279,1.225,RIGHT,1.188,1.188,OK,
누리로,1,5,0.525,0.35,0.875,0.81,1.188,1.685,2.873,3,3,3.5,2.279,0.175,LEFT,1.188,1.188,OK,
누리로,1,4,0.7,-0.35,0.35,0.81,1.188,1.16,2.348,1,1,0.7,1.754,0.35,RIGHT,1.188,1.188,OK,
누리로,1,4,0.7,-0.35,0.35,0.81,1.188,1.16,2.348,2,2,2.1,1.754,1.05,LEFT,1.188,1.188,OK,
누리로,1,4,0.7,-0.3,0.4,0.81,1.188,1.21,2.398,1,1,0.7,1.804,0.35,RIGHT,1.188,1.188,OK,
누리로,1,4,0.7,-0.3,0.4,0.81,1.188,1.21,2.398,2,2,2.1,1.804,1.05,LEFT,1.188,1.188,OK,
누리로,1,4,0.7,-0.25,0.45,0.81,1.188,1.26,2.448,1,1,0.7,1.854,0.175,RIGHT,1.188,1.188,OK,
누리로,1,4,0.7,-0.25,0.45,0.81,1.188,1.26,2.448,2,2,2.1,1.854,1.05,LEFT,1.188,1.188,OK,
누리로,1,4,0.7,-0.2,0.5,0.81,1.188,1.31,2.498,1,1,0.7,1.904,0.175,RIGHT,1.188,1.188,OK,
누리로,1,4,0.7,-0.2,0.5,0.81,1.188,1.31,2.498,2,2,2.1,1.904,1.225,LEFT,1.188,1.188,OK,
누리로,1,4,0.7,-0.15,0.55,0.81,1.188,1.36,2.548,1,1,0.7,1.954,0.175,RIGHT,1.188,1.188,OK,
누리로,1,4,0.7,-0.15,0.55,0.81,1.188,1.36,2.548,2,2,2.1,1.954,1.225,LEFT,1.188,1.188,OK,
누리로,1,4,0.7,-0.1,0.6,0.81,1.188,1.41,2.598,2,2,2.1,2.004,1.225,LEFT,1.188,1.188,OK,
누리로,1,4,0.7,-0.05,0.65,0.81,1.188,1.46,2.648,2,2,2.1,2.054,1.4,LEFT,1.188,1.188,OK,
누리로,1,4,0.7,0,0.7,0.81,1.188,1.51,2.698,2,2,2.1,2.104,1.4,RIGHT,1.188,1.188,OK,
누리로,1,4,0.7,0.05,0.75,0.81,1.188,1.56,2.748,2,2,2.1,2.154,1.4,RIGHT,1.188,1.188,OK,
누리로,1,4,0.7,0.1,0.8,0.81,1.188,1.61,2.798,2,2,2.1,2.204,1.225,RIGHT,1.188,1.188,OK,
누리로,1,4,0.7,0.15,0.85,0.81,1.188,1.66,2.848,2,2,2.1,2.254,1.225,RIGHT,1.188,1.188,OK,
누리로,1,4,0.7,0.15,0.85,0.81,1.188,1.66,2.848,3,3,3.5,2.254,0.175,LEFT,1.188,1.188,OK,
누리로,1,4,0.7,0.2,0.9,0.81,1.188,1.71,2.898,2,2,2.1,2.304,1.225,RIGHT,1.188,1.188,OK,
누리로,1,4,0.7,0.2,0.9,0.81,1.188,1.71,2.898,3,3,3.5,2.304,0.175,LEFT,1.188,1.188,OK,
누리로,1,4,0.7,0.25,0.95,0.81,1.188,1.76,2.948,2,2,2.1,2.354,1.05,RIGHT,1.188,1.188,OK,
누리로,1,4,0.7,0.25,0.95,0.81,1.188,1.76,2.948,3,3,3.5,2.354,0.175,LEFT,1.188,1.188,OK,
누리로,1,4,0.7,0.3,1,0.81,1.188,1.81,2.998,2,2,2.1,2.404,1.05,RIGHT,1.188,1.188,OK,
누리로,1,4,0.7,0.3,1,0.81,1.188,1.81,2.998,3,3,3.5,2.404,0.35,LEFT,1.188,1.188,OK,
누리로,1,4,0.7,0.35,1.05,0.81,1.188,1.86,3.048,2,2,2.1,2.454,1.05,RIGHT,1.188,1.188,OK,
누리로,1,4,0.7,0.35,1.05,0.81,1.188,1.86,3.048,3,3,3.5,2.454,0.35,LEFT,1.188,1.188,OK,
누리로,1,3,0.875,-0.35,0.525,0.81,1.188,1.335,2.523,1,1,0.7,1.929,0.175,RIGHT,1.188,1.188,OK,
누리로,1,3,0.875,-0.35,0.525,0.81,1.188,1.335,2.523,2,2,2.1,1.929,1.225,LEFT,1.188,1.188,OK,
누리로,1,3,0.875,-0.3,0.575,0.81,1.188,1.385,2.573,1,1,0.7,1.979,0.175,RIGHT,1.188,1.188,OK,
누리로,1,3,0.875,-0.3,0.575,0.81,1.188,1.385,2.573,2,2,2.1,1.979,1.225,LEFT,1.188,1.188,OK,
누리로,1,3,0.875,-0.25,0.625,0.81,1.188,1.435,2.623,2,2,2.1,2.029,1.225,LEFT,1.188,1.188,OK,
누리로,1,3,0.875,-0.2,0.675,0.81,1.188,1.485,2.673,2,2,2.1,2.079,1.4,LEFT,1.188,1.188,OK,
누리로,1,3,0.875,-0.15,0.725,0.81,1.188,1.535,2.723,2,2,2.1,2.129,1.4,RIGHT,1.188,1.188,OK,
누리로,1,3,0.875,-0.1,0.775,0.81,1.188,1.585,2.773,2,2,2.1,2.179,1.225,RIGHT,1.188,1.188,OK,
누리로,1,3,0.875,-0.05,0.825,0.81,1.188,1.635,2.823,2,2,2.1,2.229,1.225,RIGHT,1.188,1.188,OK,
누리로,1,3,0.875,-0.05,0.825,0.81,1.188,1.635,2.823,3,3,3.5,2.229,0.175,LEFT,1.188,1.188,OK,
누리로,1,3,0.875,0,0.875,0.81,1.188,1.685,2.873,2,2,2.1,2.279,1.225,RIGHT,1.188,1.188,OK,
누리로,1,3,0.875,0,0.875,0.81,1.188,1.685,2.873,3,3,3.5,2.279,0.175,LEFT,1.188,1.188,OK,
누리로,1,3,0.875,0.05,0.925,0.81,1.188,1.735,2.923,2,2,2.1,2.329,1.225,RIGHT,1.188,1.188,OK,
누리로,1,3,0.875,0.05,0.925,0.81,1.188,1.735,2.923,3,3,3.5,2.329,0.175,LEFT,1.188,1.188,OK,
누리로,1,3,0.875,0.1,0.975,0.81,1.188,1.785,2.973,2,2,2.1,2.379,1.05,RIGHT,1.188,1.188,OK,
누리로,1,3,0.875,0.1,0.975,0.81,1.188,1.785,2.973,3,3,3.5,2.379,0.175,LEFT,1.188,1.188,OK,
누리로,1,3,0.875,0.15,1.025,0.81,1.188,1.835,3.023,2,2,2.1,2.429,1.05,RIGHT,1.188,1.188,OK,
누리로,1,3,0.875,0.15,1.025,0.81,1.188,1.835,3.023,3,3,3.5,2.429,0.35,LEFT,1.188,1.188,OK,
누리로,1,3,0.875,0.2,1.075,0.81,1.188,1.885,3.073,2,2,2.1,2.479,1.05,RIGHT,1.188,1.188,OK,
누리로,1,3,0.875,0.2,1.075,0.81,1.188,1.885,3.073,3,3,3.5,2.479,0.35,LEFT,1.188,1.188,OK,
누리로,1,3,0.875,0.25,1.125,0.81,1.188,1.935,3.123,2,2,2.1,2.529,0.875,RIGHT,1.188,1.188,OK,
누리로,1,3,0.875,0.25,1.125,0.81,1.188,1.935,3.123,3,3,3.5,2.529,0.35,LEFT,1.188,1.188,OK,
누리로,1,3,0.875,0.3,1.175,0.81,1.188,1.985,3.173,2,2,2.1,2.579,0.875,RIGHT,1.188,1.188,OK,
누리로,1,3,0.875,0.3,1.175,0.81,1.188,1.985,3.173,3,3,3.5,2.579,0.525,LEFT,1.188,1.188,OK,
누리로,1,3,0.875,0.35,1.225,0.81,1.188,2.035,3.223,2,2,2.1,2.629,0.875,RIGHT,1.188,1.188,OK,
누리로,1,3,0.875,0.35,1.225,0.81,1.188,2.035,3.223,3,3,3.5,2.629,0.525,LEFT,1.188,1.188,OK,
누리로,1,2,1.05,-0.35,0.7,0.81,1.188,1.51,2.698,2,2,2.1,2.104,1.4,RIGHT,1.188,1.188,OK,
누리로,1,2,1.05,-0.3,0.75,0.81,1.188,1.56,2.748,2,2,2.1,2.154,1.4,RIGHT,1.188,1.188,OK,
누리로,1,2,1.05,-0.25,0.8,0.81,1.188,1.61,2.798,2,2,2.1,2.204,1.225,RIGHT,1.188,1.188,OK,
누리로,1,2,1.05,-0.2,0.85,0.81,1.188,1.66,2.848,2,2,2.1,2.254,1.225,RIGHT,1.188,1.188,OK,
누리로,1,2,1.05,-0.2,0.85,0.81,1.188,1.66,2.848,3,3,3.5,2.254,0.175,LEFT,1.188,1.188,OK,
누리로,1,2,1.05,-0.15,0.9,0.81,1.188,1.71,2.898,2,2,2.1,2.304,1.225,RIGHT,1.188,1.188,OK,
누리로,1,2,1.05,-0.15,0.9,0.81,1.188,1.71,2.898,3,3,3.5,2.304,0.175,LEFT,1.188,1.188,OK,
누리로,1,2,1.05,-0.1,0.95,0.81,1.188,1.76,2.948,2,2,2.1,2.354,1.05,RIGHT,1.188,1.188,OK,
누리로,1,2,1.05,-0.1,0.95,0.81,1.188,1.76,2.948,3,3,3.5,2.354,0.175,LEFT,1.188,1.188,OK,
누리로,1,2,1.05,-0.05,1,0.81,1.188,1.81,2.998,2,2,2.1,2.404,1.05,RIGHT,1.188,1.188,OK,
누리로,1,2,1.05,-0.05,1,0.81,1.188,1.81,2.998,3,3,3.5,2.404,0.35,LEFT,1.188,1.188,OK,
누리로,1,2,1.05,0,1.05,0.81,1.188,1.86,3.048,2,2,2.1,2.454,1.05,RIGHT,1.188,1.188,OK,
누리로,1,2,1.05,0,1.05,0.81,1.188,1.86,3.048,3,3,3.5,2.454,0.35,LEFT,1.188,1.188,OK,
누리로,1,2,1.05,0.05,1.1,0.81,1.188,1.91,3.098,2,2,2.1,2.504,1.05,RIGHT,1.188,1.188,OK,
누리로,1,2,1.05,0.05,1.1,0.81,1.188,1.91,3.098,3,3,3.5,2.504,0.35,LEFT,1.188,1.188,OK,
누리로,1,2,1.05,0.1,1.15,0.81,1.188,1.96,3.148,2,2,2.1,2.554,0.875,RIGHT,1.188,1.188,OK,
누리로,1,2,1.05,0.1,1.15,0.81,1.188,1.96,3.148,3,3,3.5,2.554,0.35,LEFT,1.188,1.188,OK,
누리로,1,2,1.05,0.15,1.2,0.81,1.188,2.01,3.198,2,2,2.1,2.604,0.875,RIGHT,1.188,1.188,OK,
누리로,1,2,1.05,0.15,1.2,0.81,1.188,2.01,3.198,3,3,3.5,2.604,0.525,LEFT,1.188,1.188,OK,
누리로,1,2,1.05,0.2,1.25,0.81,1.188,2.06,3.248,2,2,2.1,2.654,0.875,RIGHT,1.188,1.188,OK,
누리로,1,2,1.05,0.2,1.25,0.81,1.188,2.06,3.248,3,3,3.5,2.654,0.525,LEFT,1.188,1.188,OK,
누리로,1,2,1.05,0.25,1.3,0.81,1.188,2.11,3.298,2,2,2.1,2.704,0.7,RIGHT,1.188,1.188,OK,
누리로,1,2,1.05,0.25,1.3,0.81,1.188,2.11,3.298,3,3,3.5,2.704,0.525,LEFT,1.188,1.188,OK,
누리로,1,2,1.05,0.3,1.35,0.81,1.188,2.16,3.348,2,2,2.1,2.754,0.7,RIGHT,1.188,1.188,OK,
누리로,1,2,1.05,0.3,1.35,0.81,1.188,2.16,3.348,3,3,3.5,2.754,0.7,LEFT,1.188,1.188,OK,
누리로,1,2,1.05,0.35,1.4,0.81,1.188,2.21,3.398,2,2,2.1,2.804,0.7,RIGHT,1.188,1.188,OK,
누리로,1,2,1.05,0.35,1.4,0.81,1.188,2.21,3.398,3,3,3.5,2.804,0.7,LEFT,1.188,1.188,OK,
누리로,1,1,1.225,-0.35,0.875,0.81,1.188,1.685,2.873,2,2,2.1,2.279,1.225,RIGHT,1.188,1.188,OK,
누리로,1,1,1.225,-0.35,0.875,0.81,1.188,1.685,2.873,3,3,3.5,2.279,0.175,LEFT,1.188,1.188,OK,
누리로,1,1,1.225,-0.3,0.925,0.81,1.188,1.735,2.923,2,2,2.1,2.329,1.225,RIGHT,1.188,1.188,OK,
누리로,1,1,1.225,-0.3,0.925,0.81,1.188,1.735,2.923,3,3,3.5,2.329,0.175,LEFT,1.188,1.188,OK,
누리로,1,1,1.225,-0.25,0.975,0.81,1.188,1.785,2.973,2,2,2.1,2.379,1.05,RIGHT,1.188,1.188,OK,
누리로,1,1,1.225,-0.25,0.975,0.81,1.188,1.785,2.973,3,3,3.5,2.379,0.175,LEFT,1.188,1.188,OK,
누리로,1,1,1.225,-0.2,1.025,0.81,1.188,1.835,3.023,2,2,2.1,2.429,1.05,RIGHT,1.188,1.188,OK,
누리로,1,1,1.225,-0.2,1.025,0.81,1.188,1.835,3.023,3,3,3.5,2.429,0.35,LEFT,1.188,1.188,OK,
누리로,1,1,1.225,-0.15,1.075,0.81,1.188,1.885,3.073,2,2,2.1,2.479,1.05,RIGHT,1.188,1.188,OK,
누리로,1,1,1.225,-0.15,1.075,0.81,1.188,1.885,3.073,3,3,3.5,2.479,0.35,LEFT,1.188,1.188,OK,
누리로,1,1,1.225,-0.1,1.125,0.81,1.188,1.935,3.123,2,2,2.1,2.529,0.875,RIGHT,1.188,1.188,OK,
누리로,1,1,1.225,-0.1,1.125,0.81,1.188,1.935,3.123,3,3,3.5,2.529,0.35,LEFT,1.188,1.188,OK,
누리로,1,1,1.225,-0.05,1.175,0.81,1.188,1.985,3.173,2,2,2.1,2.579,0.875,RIGHT,1.188,1.188,OK,
누리로,1,1,1.225,-0.05,1.175,0.81,1.188,1.985,3.173,3,3,3.5,2.579,0.525,LEFT,1.188,1.188,OK,
누리로,1,1,1.225,0,1.225,0.81,1.188,2.035,3.223,2,2,2.1,2.629,0.875,RIGHT,1.188,1.188,OK,
누리로,1,1,1.225,0,1.225,0.81,1.188,2.035,3.223,3,3,3.5,2.629,0.525,LEFT,1.188,1.188,OK,
누리로,1,1,1.225,0.05,1.275,0.81,1.188,2.085,3.273,2,2,2.1,2.679,0.875,RIGHT,1.188,1.188,OK,
누리로,1,1,1.225,0.05,1.275,0.81,1.188,2.085,3.273,3,3,3.5,2.679,0.525,LEFT,1.188,1.188,OK,
누리로,1,1,1.225,0.1,1.325,0.81,1.188,2.135,3.323,2,2,2.1,2.729,0.7,RIGHT,1.188,1.188,OK,
누리로,1,1,1.225,0.1,1.325,0.81,1.188,2.135,3.323,3,3,3.5,2.729,0.525,LEFT,1.188,1.188,OK,
누리로,1,1,1.225,0.15,1.375,0.81,1.188,2.185,3.373,2,2,2.1,2.779,0.7,RIGHT,1.188,1.188,OK,
누리로,1,1,1.225,0.15,1.375,0.81,1.188,2.185,3.373,3,3,3.5,2.779,0.7,LEFT,1.188,1.188,OK,
누리로,1,1,1.225,0.2,1.425,0.81,1.188,2.235,3.423,2,2,2.1,2.829,0.7,RIGHT,1.188,1.188,OK,
누리로,1,1,1.225,0.2,1.425,0.81,1.188,2.235,3.423,3,3,3.5,2.829,0.7,LEFT,1.188,1.188,OK,
누리로,1,1,1.225,0.25,1.475,0.81,1.188,2.285,3.473,2,2,2.1,2.879,0.525,RIGHT,1.188,1.188,OK,
누리로,1,1,1.225,0.25,1.475,0.81,1.188,2.285,3.473,3,3,3.5,2.879,0.7,LEFT,1.188,1.188,OK,
누리로,1,1,1.225,0.3,1.525,0.81,1.188,2.335,3.523,2,2,2.1,2.929,0.525,RIGHT,1.188,1.188,OK,
누리로,1,1,1.225,0.3,1.525,0.81,1.188,2.335,3.523,3,3,3.5,2.929,0.875,LEFT,1.188,1.188,OK,
누리로,1,1,1.225,0.35,1.575,0.81,1.188,2.385,3.573,2,2,2.1,2.979,0.525,RIGHT,1.188,1.188,OK,
누리로,1,1,1.225,0.35,1.575,0.81,1.188,2.385,3.573,3,3,3.5,2.979,0.875,LEFT,1.188,1.188,OK,
누리로,2,8,0,-0.35,-0.35,21.502,1.188,21.152,22.34,16,16,21.7,21.746,1.4,RIGHT,1.188,1.188,OK,
누리로,2,8,0,-0.3,-0.3,21.502,1.188,21.202,22.39,16,16,21.7,21.796,1.225,RIGHT,1.188,1.188,OK,
누리로,2,8,0,-0.25,-0.25,21.502,1.188,21.252,22.44,16,16,21.7,21.846,1.225,RIGHT,1.188,1.188,OK,
누리로,2,8,0,-0.25,-0.25,21.502,1.188,21.252,22.44,17,17,23.1,21.846,0.175,LEFT,1.188,1.188,OK,
누리로,2,8,0,-0.2,-0.2,21.502,1.188,21.302,22.49,16,16,21.7,21.896,1.225,RIGHT,1.188,1.188,OK,
누리로,2,8,0,-0.2,-0.2,21.502,1.188,21.302,22.49,17,17,23.1,21.896,0.175,LEFT,1.188,1.188,OK,
누리로,2,8,0,-0.15,-0.15,21.502,1.188,21.352,22.54,16,16,21.7,21.946,1.05,RIGHT,1.188,1.188,OK,
누리로,2,8,0,-0.15,-0.15,21.502,1.188,21.352,22.54,17,17,23.1,21.946,0.175,LEFT,1.188,1.188,OK,
누리로,2,8,0,-0.1,-0.1,21.502,1.188,21.402,22.59,16,16,21.7,21.996,1.05,RIGHT,1.188,1.188,OK,
누리로,2,8,0,-0.1,-0.1,21.502,1.188,21.402,22.59,17,17,23.1,21.996,0.35,LEFT,1.188,1.188,OK,
누리로,2,8,0,-0.05,-0.05,21.502,1.188,21.452,22.64,16,16,21.7,22.046,1.05,RIGHT,1.188,1.188,OK,
누리로,2,8,0,-0.05,-0.05,21.502,1.188,21.452,22.64,17,17,23.1,22.046,0.35,LEFT,1.188,1.188,OK,
누리로,2,8,0,0,0,21.502,1.188,21.502,22.69,16,16,21.7,22.096,1.05,RIGHT,1.188,1.188,OK,
누리로,2,8,0,0,0,21.502,1.188,21.502,22.69,17,17,23.1,22.096,0.35,LEFT,1.188,1.188,OK,
누리로,2,8,0,0.05,0.05,21.502,1.188,21.552,22.74,16,16,21.7,22.146,0.875,RIGHT,1.188,1.188,OK,
누리로,2,8,0,0.05,0.05,21.502,1.188,21.552,22.74,17,17,23.1,22.146,0.35,LEFT,1.188,1.188,OK,
누리로,2,8,0,0.1,0.1,21.502,1.188,21.602,22.79,16,16,21.7,22.196,0.875,RIGHT,1.188,1.188,OK,
누리로,2,8,0,0.1,0.1,21.502,1.188,21.602,22.79,17,17,23.1,22.196,0.525,LEFT,1.188,1.188,OK,
누리로,2,8,0,0.15,0.15,21.502,1.188,21.652,22.84,16,16,21.7,22.246,0.875,RIGHT,1.188,1.188,OK,
누리로,2,8,0,0.15,0.15,21.502,1.188,21.652,22.84,17,17,23.1,22.246,0.525,LEFT,1.188,1.188,OK,
누리로,2,8,0,0.2,0.2,21.502,1.188,21.702,22.89,16,16,21.7,22.296,0.7,RIGHT,1.188,1.188,OK,
누리로,2,8,0,0.2,0.2,21.502,1.188,21.702,22.89,17,17,23.1,22.296,0.525,LEFT,1.188,1.188,OK,
누리로,2,8,0,0.25,0.25,21.502,1.188,21.752,22.94,16,16,21.7,22.346,0.7,RIGHT,1.188,1.188,OK,
누리로,2,8,0,0.25,0.25,21.502,1.188,21.752,22.94,17,17,23.1,22.346,0.7,LEFT,1.188,1.188,OK,
누리로,2,8,0,0.3,0.3,21.502,1.188,21.802,22.99,16,16,21.7,22.396,0.7,RIGHT,1.188,1.188,OK,
누리로,2,8,0,0.3,0.3,21.502,1.188,21.802,22.99,17,17,23.1,22.396,0.7,LEFT,1.188,1.188,OK,
누리로,2,8,0,0.35,0.35,21.502,1.188,21.852,23.04,16,16,21.7,22.446,0.7,RIGHT,1.188,1.188,OK,
누리로,2,8,0,0.35,0.35,21.502,1.188,21.852,23.04,17,17,23.1,22.446,0.7,LEFT,1.188,1.188,OK,
누리로,2,7,0.175,-0.35,-0.175,21.502,1.188,21.327,22.515,16,16,21.7,21.921,1.225,RIGHT,1.188,1.188,OK,
누리로,2,7,0.175,-0.35,-0.175,21.502,1.188,21.327,22.515,17,17,23.1,21.921,0.175,LEFT,1.188,1.188,OK,
누리로,2,7,0.175,-0.3,-0.125,21.502,1.188,21.377,22.565,16,16,21.7,21.971,1.05,RIGHT,1.188,1.188,OK,
누리로,2,7,0.175,-0.3,-0.125,21.502,1.188,21.377,22.565,17,17,23.1,21.971,0.175,LEFT,1.188,1.188,OK,
누리로,2,7,0.175,-0.25,-0.075,21.502,1.188,21.427,22.615,16,16,21.7,22.021,1.05,RIGHT,1.188,1.188,OK,
누리로,2,7,0.175,-0.25,-0.075,21.502,1.188,21.427,22.615,17,17,23.1,22.021,0.35,LEFT,1.188,1.188,OK,
누리로,2,7,0.175,-0.2,-0.025,21.502,1.188,21.477,22.665,16,16,21.7,22.071,1.05,RIGHT,1.188,1.188,OK,
누리로,2,7,0.175,-0.2,-0.025,21.502,1.188,21.477,22.665,17,17,23.1,22.071,0.35,LEFT,1.188,1.188,OK,
누리로,2,7,0.175,-0.15,0.025,21.502,1.188,21.527,22.715,16,16,21.7,22.121,0.875,RIGHT,1.188,1.188,OK,
누리로,2,7,0.175,-0.15,0.025,21.502,1.188,21.527,22.715,17,17,23.1,22.121,0.35,LEFT,1.188,1.188,OK,
누리로,2,7,0.175,-0.1,0.075,21.502,1.188,21.577,22.765,16,16,21.7,22.171,0.875,RIGHT,1.188,1.188,OK,
누리로,2,7,0.175,-0.1,0.075,21.502,1.188,21.577,22.765,17,17,23.1,22.171,0.525,LEFT,1.188,1.188,OK,
누리로,2,7,0.175,-0.05,0.125,21.502,1.188,21.627,22.815,16,16,21.7,22.221,0.875,RIGHT,1.188,1.188,OK,
누리로,2,7,0.175,-0.05,0.125,21.502,1.188,21.627,22.815,17,17,23.1,22.221,0.525,LEFT,1.188,1.188,OK,
누리로,2,7,0.175,0,0.175,21.502,1.188,21.677,22.865,16,16,21.7,22.271,0.875,RIGHT,1.188,1.188,OK,
누리로,2,7,0.175,0,0.175,21.502,1.188,21.677,22.865,17,17,23.1,22.271,0.525,LEFT,1.188,1.188,OK,
누리로,2,7,0.175,0.05,0.225,21.502,1.188,21.727,22.915,16,16,21.7,22.321,0.7,RIGHT,1.188,1.188,OK,
누리로,2,7,0.175,0.05,0.225,21.502,1.188,21.727,22.915,17,17,23.1,22.321,0.525,LEFT,1.188,1.188,OK,
누리로,2,7,0.175,0.1,0.275,21.502,1.188,21.777,22.965,16,16,21.7,22.371,0.7,RIGHT,1.188,1.188,OK,
누리로,2,7,0.175,0.1,0.275,21.502,1.188,21.777,22.965,17,17,23.1,22.371,0.7,LEFT,1.188,1.188,OK,
누리로,2,7,0.175,0.15,0.325,21.502,1.188,21.827,23.015,16,16,21.7,22.421,0.7,RIGHT,1.188,1.188,OK,
누리로,2,7,0.175,0.15,0.325,21.502,1.188,21.827,23.015,17,17,23.1,22.421,0.7,LEFT,1.188,1.188,OK,
누리로,2,7,0.175,0.2,0.375,21.502,1.188,21.877,23.065,16,16,21.7,22.471,0.525,RIGHT,1.188,1.188,OK,
누리로,2,7,0.175,0.2,0.375,21.502,1.188,21.877,23.065,17,17,23.1,22.471,0.7,LEFT,1.188,1.188,OK,
누리로,2,7,0.175,0.25,0.425,21.502,1.188,21.927,23.115,16,16,21.7,22.521,0.525,RIGHT,1.188,1.188,OK,
누리로,2,7,0.175,0.25,0.425,21.502,1.188,21.927,23.115,17,17,23.1,22.521,0.875,LEFT,1.188,1.188,OK,
누리로,2,7,0.175,0.3,0.475,21.502,1.188,21.977,23.165,16,16,21.7,22.571,0.525,RIGHT,1.188,1.188,OK,
누리로,2,7,0.175,0.3,0.475,21.502,1.188,21.977,23.165,17,17,23.1,22.571,0.875,LEFT,1.188,1.188,OK,
누리로,2,7,0.175,0.35,0.525,21.502,1.188,22.027,23.215,16,16,21.7,22.621,0.525,RIGHT,1.188,1.188,OK,
누리로,2,7,0.175,0.35,0.525,21.502,1.188,22.027,23.215,17,17,23.1,22.621,0.875,LEFT,1.188,1.188,OK,
누리로,2,6,0.35,-0.35,0,21.502,1.188,21.502,22.69,16,16,21.7,22.096,1.05,RIGHT,1.188,1.188,OK,
누리로,2,6,0.35,-0.35,0,21.502,1.188,21.502,22.69,17,17,23.1,22.096,0.35,LEFT,1.188,1.188,OK,
누리로,2,6,0.35,-0.3,0.05,21.502,1.188,21.552,22.74,16,16,21.7,22.146,0.875,RIGHT,1.188,1.188,OK,
누리로,2,6,0.35,-0.3,0.05,21.502,1.188,21.552,22.74,17,17,23.1,22.146,0.35,LEFT,1.188,1.188,OK,
누리로,2,6,0.35,-0.25,0.1,21.502,1.188,21.602,22.79,16,16,21.7,22.196,0.875,RIGHT,1.188,1.188,OK,
누리로,2,6,0.35,-0.25,0.1,21.502,1.188,21.602,22.79,17,17,23.1,22.196,0.525,LEFT,1.188,1.188,OK,
누리로,2,6,0.35,-0.2,0.15,21.502,1.188,21.652,22.84,16,16,21.7,22.246,0.875,RIGHT,1.188,1.188,OK,
누리로,2,6,0.35,-0.2,0.15,21.502,1.188,21.652,22.84,17,17,23.1,22.246,0.525,LEFT,1.188,1.188,OK,
누리로,2,6,0.35,-0.15,0.2,21.502,1.188,21.702,22.89,16,16,21.7,22.296,0.7,RIGHT,1.188,1.188,OK,
누리로,2,6,0.35,-0.15,0.2,21.502,1.188,21.702,22.89,17,17,23.1,22.296,0.525,LEFT,1.188,1.188,OK,
누리로,2,6,0.35,-0.1,0.25,21.502,1.188,21.752,22.94,16,16,21.7,22.346,0.7,RIGHT,1.188,1.188,OK,
